ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
GO:0016071	GO:0016071	mRNA metabolic process	497	0.30764316840847	1.6292844229209	0.0015748031496063	0.0333682666107734	0.0220189963485532	1920	tags=32%, list=22%, signal=26%	11758/22695/14359/22339/67797/54196/72289/74737/230908/19015/19647/54188/71514/217207/56055/22057/228410/20382/20637/66704/78428/66921/67229/50926/67755/233789/13207/17927/19653/13198/108121/229700/12611/20901/107817/12455/70312/14573/76938/28035/231889/22185/13548/224836/20639/328110/76167/75901/100336/50783/224902/229096/69269/56417/68981/22608/66874/56361/226517/225432/68879/20227/67039/331401/16969/53379/102182/74108/12192/227715/66446/66899/15382/218543/18148/73473/22380/69192/54624/71997/15481/13204/71713/69131/22668/12537/12227/17874/27756/68092/18789/67684/76936/67897/69902/12457/225027/54194/67197/56190/230257/193116/235497/68278/53861/68592/17149/11991/22184/101214/224903/13555/60365/67337/17454/69878/66055/76522/66660/21422/12877/64340/56194/15259/22083/13211/59092/217351/53890/20823/227707/74213/14300/231386/20222/80913/66810/66136/224432/20641/68479/98758/67493/268420/60532/59013/19134/20826/66983/68991/58184/12729/20492/20383/74480/68272/27366
GO:0031329	GO:0031329	regulation of cellular catabolic process	471	0.290429887597366	1.52886193464703	0.00158478605388273	0.0333682666107734	0.0220189963485532	1566	tags=25%, list=18%, signal=22%	15511/100494/193740/17210/17754/12795/15519/56353/15368/22187/15516/67588/54170/16835/14466/22695/56812/12028/15277/14359/22339/18711/15937/22350/16418/59029/230908/232286/26926/56480/68098/22057/14629/56085/18753/79263/606496/18475/65019/56208/13198/19192/14573/67154/72106/19025/73205/228775/17246/229096/22608/226517/64143/16969/22218/74108/12192/72739/66169/381290/23807/18148/93759/74747/15258/56228/22215/105787/384783/20778/93739/15185/67811/71742/22213/12227/23806/17874/13000/56636/72344/76936/80708/75608/12457/77116/56190/15926/381038/77006/269523/106759/235406/13167/11991/116891/20620/68617/108143/19877/53323/108705/13555/17454/16151/68833/24086/237782/231600/19045/68728/17131/12125/232086/13211/59092/217351/22241/99412/75841
GO:0006397	GO:0006397	mRNA processing	363	0.338170273279528	1.73969602514469	0.00162866449511401	0.0333682666107734	0.0220189963485532	2215	tags=38%, list=26%, signal=29%	11758/67797/54196/72289/74737/230908/19647/54188/71514/217207/228410/20382/20637/66704/66921/67229/67755/13207/17927/19653/108121/229700/20901/107817/12455/70312/76938/28035/231889/22185/13548/224836/20639/328110/76167/100336/50783/224902/69269/56417/68981/22608/66874/225432/68879/20227/67039/331401/16969/53379/102182/12192/66899/15382/218543/18148/73473/22380/69192/54624/15481/13204/71713/69131/22668/12537/27756/68092/18789/67684/76936/67897/12457/225027/54194/67197/56190/230257/193116/235497/68278/53861/68592/17149/22184/101214/224903/60365/67337/69878/66055/76522/66660/12877/64340/56194/22083/13211/59092/53890/227707/74213/14300/231386/20222/66810/224432/20641/68479/98758/268420/60532/59013/19134/20826/66983/68991/12729/20492/20383/68272/27366/104721/108014/230596/192170/66618/78651/70616/18949/101943/229279/269061/66492/19663/232314/107701
GO:0097190	GO:0097190	apoptotic signaling pathway	397	0.307618314044922	1.5907769292295	0.00162866449511401	0.0333682666107734	0.0220189963485532	1475	tags=25%, list=17%, signal=22%	15505/29810/19225/11910/17210/16476/18787/18793/15502/15507/56312/15368/22187/67588/12575/12028/58801/22339/15937/21803/19015/26926/14630/67379/71514/12367/69065/68428/14629/18611/17311/18049/13205/56085/67755/18753/79263/606496/13207/79201/13198/27279/18950/56772/19192/14573/170770/20779/106298/67941/107869/228775/20747/20397/17246/12633/19367/69660/52521/64294/105675/11977/93759/74747/15258/18024/17688/13663/27050/74041/12537/73699/15254/224619/66839/15461/329679/216869/20655/14051/381038/22038/26941/106759/12050/14155/53323/108705/13555/56486/16151/12015/54722/19045/68020/54711/12125/29816/12371
GO:0022613	GO:0022613	ribonucleoprotein complex biogenesis	351	0.34176261767338	1.75307561518164	0.00164203612479475	0.0333682666107734	0.0220189963485532	2055	tags=36%, list=24%, signal=28%	56351/15519/15516/217869/16418/66467/103573/14791/67045/69237/75416/67229/13205/195434/66164/67755/66475/66711/19384/20901/67239/68193/66878/213550/28035/328110/66181/73205/106298/67941/71340/57444/50783/433864/56417/227290/52521/68879/67014/20227/227715/66446/69713/18114/245000/20937/66229/18148/72554/93759/56095/105787/28126/56200/27756/97112/231452/72344/67223/67684/69902/223499/105372/67973/224619/12457/228889/66410/67222/229317/193116/67832/233871/55989/104662/22184/67276/59028/108143/67994/269261/67134/68966/20055/69878/75619/65961/13211/217109/53890/66138/68327/14300/231386/20222/59050/80913/66810/353258/20641/68083/64930/67493/27993/12121/72181/68147/67115/20826/69072/100608/26905/217995/12729/17975/234549/67459/67025/18813/72068/21771/217431/68533/22384/78651
GO:0010498	GO:0010498	proteasomal protein catabolic process	339	0.309356141311612	1.58007431898569	0.00165289256198347	0.0333682666107734	0.0220189963485532	1384	tags=22%, list=16%, signal=19%	15511/100494/193740/17754/14828/12795/56353/76857/22187/15516/67812/67588/14466/56812/67245/59029/232286/231863/66105/66413/68098/14629/12449/57296/26444/56085/606496/17463/19166/13198/14794/19192/19173/19184/228775/19177/20747/17246/67163/18786/22218/66435/23807/22210/66799/93759/56228/22215/70247/19170/18024/93739/56438/22213/21402/23806/67089/19167/26442/233902/216869/56371/67819/108086/77006/269523/54607/103554/116891/20620/108143/53323/193670/24086/231600
GO:0043161	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	288	0.33293386900825	1.6697400474419	0.00168067226890756	0.0333682666107734	0.0220189963485532	1384	tags=23%, list=16%, signal=20%	15511/100494/193740/17754/14828/12795/56353/76857/15516/67812/14466/56812/67245/59029/231863/66105/66413/68098/14629/12449/57296/26444/56085/606496/17463/19166/13198/14794/19173/19184/228775/19177/20747/17246/67163/18786/22218/23807/22210/66799/93759/56228/22215/70247/19170/18024/56438/22213/21402/23806/67089/19167/26442/233902/216869/56371/67819/108086/77006/269523/116891/20620/108143/53323/193670/24086/231600
GO:0042176	GO:0042176	regulation of protein catabolic process	273	0.316376614274123	1.57296303052526	0.00168350168350168	0.0333682666107734	0.0220189963485532	1417	tags=23%, list=17%, signal=20%	15511/54375/100494/193740/17754/12795/15519/56353/20682/22187/15516/54198/67588/16835/14466/56812/99929/15937/22350/59029/232286/103573/68098/14629/56085/79263/606496/65019/18263/19192/19025/228775/17246/22218/23807/18673/15258/56228/22215/70247/77128/93739/22213/23806/13000/80708/56371/77006/269523/235406/53325/116891/20620/108143/53323/108705/26903/18245/68833/24086/231600/84092/106039
GO:0008380	GO:0008380	RNA splicing	303	0.321000944362804	1.61920022122028	0.00168634064080944	0.0333682666107734	0.0220189963485532	2215	tags=37%, list=26%, signal=28%	11758/67797/72289/230908/71514/217207/20382/20637/68052/66704/66921/67229/67755/13207/17927/19653/108121/229700/20901/12750/107817/70312/76938/28035/231889/22185/13548/224836/20639/328110/76167/100336/50783/69269/68981/22608/12748/68879/20227/67039/331401/16969/53379/15382/218543/18148/73473/22380/69192/12747/15481/13204/71713/69131/22668/27756/68092/67684/76936/225027/67197/56190/230257/193116/68278/53861/68592/17149/22184/101214/60365/69878/66055/76522/28088/64340/56194/13211/59092/53890/227707/14300/231386/20222/66810/20641/68479/98758/60532/67106/59013/19134/20826/66983/12729/20383/68272/27366/104721/108014/230596/192170/66618/78651/70616/18949/101943/229279/66492/19663/232314/107701
GO:0045861	GO:0045861	negative regulation of proteolysis	154	0.356234498722039	1.67330950654638	0.00168634064080944	0.0333682666107734	0.0220189963485532	1407	tags=25%, list=16%, signal=21%	15511/19225/17754/18787/12955/18793/56353/15516/12406/56812/22339/69065/74754/18049/13205/19703/79263/65019/20779/17246/12633/23950/15258/56228/93739/15185/22213/13000/12946/216869/77006/116891/13014/233489/108143/68833/24086/20719
